PLAYER,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,Season,Team,GW18,GW19,GW20,GW21
Taylor Stallworth,,,,,,O,,,,,,,,,,,,18,NOR,,,,
Manti Te'o,,,O,O,Q,,,,,,,,,,,,,18,NOR,,,,
John Theus,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,18,NOR,IR,,,
Cameron Tom,,,,,Q,,,,,,,,,,,,,18,NOR,,,,
Shane Vereen,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,18,NOR,IR,,,
Larry Warford,,,,,,Q,,,,,,,,,,O,,18,NOR,,,,
Ben Watson,,,,,,,,,,,,,,,,,,18,NOR,Q,,,
Kiko Alonso,,,,,,,,,,,,,O,O,O,,,19,NOR,,,,
Alex Anzalone,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,19,NOR,,,,
Eli Apple,,,,,,,,,,,,,,,,O,O,19,NOR,,,,
Terron Armstead,,,,,,,,,,,,O,Q,,,,,19,NOR,,,,
Johnson Bademosi,,,,,,,,,,,,,,O,IR,IR,IR,19,NOR,,,,
Vonn Bell,,,,,,,,,,,,,,O,O,O,,19,NOR,,,,
Drew Brees,,,O,O,O,O,O,Q,,,,,,,,,,19,NOR,,,,
Austin Carr,,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,19,NOR,,,,
Will Clapp,,,,O,,,,,,,,Q,Q,,,,,19,NOR,,,,
William Compton,IR,,,,,,,,,,,,,,,,,19,NOR,,,,
Jared Cook,,,,,,,O,O,,,,,,,,,,19,NOR,,,,
Marcus Davenport,,,,,,,,,,,,,,IR,IR,IR,IR,19,NOR,,,,
Matthew Dayes,IR,IR,,,,,,,,,,,,,,,,19,NOR,,,,
Mario Edwards,O,,,,,,,,,,,,,,,,,19,NOR,,,,
Kaden Elliss,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,19,NOR,,,,
C.J. Gardner-Johnson,,,,,,,,,,,,,,,Q,,,19,NOR,,,,
J.T. Gray,,,,,,,,Q,,,,,,,,,,19,NOR,,,,
Garrett Griffin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,19,NOR,,,,
Saquan Hampton,,,,,,,,,,,,,,,IR,IR,IR,19,NOR,,,,
Chase Hansen,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,19,NOR,,,,
Deonte Harty,,,,,,,,,,O,O,Q,,,,,,19,NOR,,,,
Trey Hendrickson,,,,,O,O,O,,,,,,,,,,,19,NOR,,,,
Krishawn Hogan,,,,,,,,,,,,,,,,IR,IR,19,NOR,,,,
Colton Jumper,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,19,NOR,,,,
Alvin Kamara,,,,,,Q,O,Q,,,,,,,,,,19,NOR,,,,
Keith Kirkwood,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,19,NOR,,,,
A.J. Klein,,,,,,,,,,,,,O,,,,,19,NOR,,,,
Marshon Lattimore,,,,,,,,,,O,Q,Q,,,,,,19,NOR,,,,
Zach Line,,,,,,,,,,,O,O,O,,,Q,O,19,NOR,,,,
Josh Martin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,19,NOR,,,,
Andrus Peat,,,,,,,,,,O,O,O,O,O,Q,,,19,NOR,,,,
Sheldon Rankins,O,O,O,Q,,,,,,,,,,IR,IR,IR,IR,19,NOR,,,,
Craig Robertson,Q,,,,,,,,,,,,,,,,,19,NOR,,,,
Patrick Robinson,,,,,,,,O,Q,,,,Q,O,Q,,,19,NOR,,,,
Tre'Quan Smith,,,O,O,,O,O,O,,,,,,,,,,19,NOR,,,,
Cameron Tom,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,19,NOR,,,,
Jason Vander Laan,,,,,,,,,,,,,O,IR,IR,IR,IR,19,NOR,,,,
Larry Warford,,,,,,,,,,,,,,,O,,,19,NOR,,,,
Marcus Williams,,,,,,,,,,,,,,,,O,,19,NOR,,,,
Kwon Alexander,,,,,,,,,,,,,,,,IR,IR,20,NOR,IR,,,
Kiko Alonso,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,,,,,,,20,NOR,,,,
Terron Armstead,,,,,,,,,,,C19,C19,C19,,,,,20,NOR,,,,
Johnson Bademosi,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,20,NOR,IR,,,
Drew Brees,,,,,,,,,,IR,IR,IR,IR,IR,,,,20,NOR,,,,
Malcom Brown,,,,,,,,,,,,,O,O,Q,,,20,NOR,,,,
Michael Burton,,,,,,,,,,,,,,,,C19,C19,20,NOR,,,,
Marquez Callaway,,,,,,,O,,,,,O,IR,IR,IR,,,20,NOR,,,,
Will Clapp,,,,,,,,,,,,,,,,,,20,NOR,Q,,,
Jared Cook,,,,O,Q,,,,,,,,,,,,,20,NOR,,,,
Ken Crawley,,,,,,C19,C19,,,,,,,,,,,20,NOR,,,,
Jalen Dalton,//,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,20,NOR,IR,,,
Marcus Davenport,O,O,Q,O,Q,,,,,,,O,,,,,,20,NOR,,,,
Nick Easton,,,,,,O,O,,,,,,,O,O,,O,20,NOR,IR,,,
Bennie Fowler,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,20,NOR,IR,,,
C.J. Gardner-Johnson,,,,,,,,,,,,,,,,C19,C19,20,NOR,,,,
Blake Gillikin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,20,NOR,IR,,,
J.T. Gray,,,,,,Q,,,,,,,,,,,,20,NOR,,,,
Saquan Hampton,IR,IR,,,,,,,,,,,,,,,,20,NOR,,,,
Chase Hansen,,O,O,Q,,,,IR,,,,,,,,,,20,NOR,,,,
Justin Hardee,,,,,O,,,IR,IR,IR,IR,IR,IR,,,,,20,NOR,,,,
Deonte Harty,,,,,O,,,,,,Q,Q,Q,Q,IR,IR,IR,20,NOR,,,,
Trey Hendrickson,,,Q,,,,,,,,,,,,Q,,O,20,NOR,,,,
Josh Hill,,,,,,,,,,O,,,,,,O,,20,NOR,,,,
Taysom Hill,,,,,,,,,,,,,,,,,,20,NOR,Q,,,
Jackrabbit Jenkins,,,,O,O,,,,,,,O,,,,,,20,NOR,,,,
Alvin Kamara,,,,,,,,,,,,,,,,C19,C19,20,NOR,,,,
Derrick Kelly,,,,,,,,,,,C19,C19,C19,,,,,20,NOR,,,,
Anthony Lanier,IR,IR,,,,,,,,,,,,,,,,20,NOR,,,,
Marshon Lattimore,,,,O,Q,,,,,Q,,,,,,,,20,NOR,,,,
Ty Montgomery,,,Q,IR,IR,IR,IR,IR,,,O,O,,,,,,20,NOR,,,,
Latavius Murray,,,,,,,,,,,,,,,,C19,C19,20,NOR,Q,,,
David Onyemata,,,Q,,,,,,,,,,,,,,,20,NOR,,,,
Andrus Peat,,,,O,Q,,,,,,O,,,,Q,,,20,NOR,,,,
Sheldon Rankins,,,,,Q,,,IR,IR,IR,IR,IR,,,,,,20,NOR,,,,
Patrick Robinson,,,,,,,,,,,,Q,O,IR,IR,IR,IR,20,NOR,O,,,
Cesar Ruiz,O,,,,,,,,,,,,,,,,,20,NOR,,,,
Emmanuel Sanders,,,,,,C19,C19,C19,,,,,,,,,,20,NOR,,,,
Tre'Quan Smith,,,,,,,,,,,,,,,O,IR,IR,20,NOR,IR,,,
Noah Spence,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,20,NOR,IR,,,
D.J. Swearinger,,,,,,,,,,,,,,,,C19,C19,20,NOR,,,,
Michael Thomas,,O,O,O,Q,O,O,Q,,,,,,O,IR,IR,IR,20,NOR,,,,
Jason Vander Laan,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,20,NOR,IR,,,
Dwayne Washington,,,,,,,,,Q,O,,,,,,C19,C19,20,NOR,,,,
Cole Wick,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,20,NOR,IR,,,
Marcus Williams,,,,,,,,,,,,,,,O,O,,20,NOR,,,,
P.J. Williams,Q,,,,,,,,,,,,,,,,,20,NOR,,,,
Jameis Winston,,,,,,,,,,,,,,,C19,,,20,NOR,,,,
Kwon Alexander,,O,IR,IR,IR,IR,,,,,,,,,,,,21,NOR,,,,
Terron Armstead,,,,O,O,,,,O,O,Q,Q,,O,Q,Q,O,21,NOR,,,,
Will Clapp,IR,IR,IR,IR,IR,,,,,,,,,,,,,21,NOR,,,,
Ken Crawley,O,,,,IR,,,,IR,,,,,,,,,21,NOR,,,,
Jalen Dalton,,,,,,,,,,,,,,IR,IR,IR,IR,21,NOR,,,,
Marcus Davenport,,O,IR,IR,IR,IR,,,,,O,O,,,Q,,Q,21,NOR,,,,
Kaden Elliss,,,,,,,,,,,,O,O,Q,,,,21,NOR,,,,
C.J. Gardner-Johnson,,Q,,,,,,,IR,IR,IR,IR,IR,,,,,21,NOR,,,,
Carl Granderson,,,,,,,,O,Q,,,,,,,Q,,21,NOR,,,,
Ethan Greenidge,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,21,NOR,,,,
Garrett Griffin,,,,,,,,,,,,,,IR,IR,IR,IR,21,NOR,,,,
Chase Hansen,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,21,NOR,,,,
Deonte Harty,,,,,,O,Q,,,,,,,,,,,21,NOR,,,,
Taysom Hill,,,,,,O,O,,,Q,,,,,,,,21,NOR,,,,
Lil'Jordan Humphrey,,,,,,,,,,,,,Q,Q,,Q,,21,NOR,,,,
James Hurst,Q,,,,,,,,,,,,,,,,,21,NOR,,,,
Mark Ingram,,,,,,,,,,,Q,,,,,Q,Q,21,NOR,,,,
Malcolm Jenkins,,,,,,,,Q,,,,,,,,,,21,NOR,,,,
Tony Jones,,,,,,IR,IR,IR,IR,IR,,,,,,,,21,NOR,,,,
Alvin Kamara,,,,,,,,,O,O,O,Q,,,,,,21,NOR,,,,
Tanoh Kpassagnon,,Q,,,,,,,,O,O,O,IR,IR,IR,IR,IR,21,NOR,,,,
Marshon Lattimore,Q,Q,,,,,,,,,,,,,,,,21,NOR,,,,
Wil Lutz,IR,IR,IR,IR,IR,,,,,,,,,,,,,21,NOR,,,,
Erik McCoy,,O,O,O,O,,,,,,,,,,,O,,21,NOR,,,,
Ty Montgomery,,,,,,,,O,Q,O,,,,,,Q,,21,NOR,,,,
Andrus Peat,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,21,NOR,,,,
Brian Poole,,IR,IR,IR,IR,,,,,,,,,,,,,21,NOR,,,,
Ryan Ramczyk,,,,,,,,,,O,O,Q,O,O,,,Q,21,NOR,,,,
Malcolm Roach,,,,,,,,,,O,IR,IR,,,,,,21,NOR,,,,
Bradley Roby,,,,,,,,,,,,,,,,Q,O,21,NOR,,,,
Tre'Quan Smith,O,,,,IR,IR,,,,,,,,,Q,O,,21,NOR,,,,
Dylan Soehner,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,21,NOR,,,,
Adam Trautman,,,,,,,,,,,IR,IR,IR,IR,,,,21,NOR,,,,
Payton Turner,,,,,,O,O,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,21,NOR,,,,
Nick Vannett,IR,IR,IR,IR,IR,IR,,,,,,,,,,,,21,NOR,,,,
Dwayne Washington,,,,,,O,O,,,,,,,,,,,21,NOR,,,,
Pete Werner,,O,,,,,,,,,,,O,,,,,21,NOR,,,,
Marcus Williams,,,,,,,,,,,,,,,,O,,21,NOR,,,,
P.J. Williams,,Q,,,,,,,,,,,,,,,O,21,NOR,,,,
Jameis Winston,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,21,NOR,,,,
Landon Young,,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,21,NOR,,,,
Paulson Adebo,O,O,Q,,,Q,Q,Q,,,,,,,,,O,22,NOR,,,,
Zack Baun,,,,,,,,,,,,,,O,IR,IR,IR,22,NOR,,,,
Marcus Davenport,,,,,,,,,,Q,O,Q,,,,,,22,NOR,,,,
Drew Desjarlais,,,,,,,,,,,,,IR,IR,IR,IR,IR,22,NOR,,,,
Yasir Durant,,,,,,,,,,,,,,,,,IR,22,NOR,,,,
Justin Evans,,,,,,,,,,,,,,,,Q,Q,22,NOR,,,,
Sharif Finch,IR,,,,,,,,,,,,,,,,,22,NOR,,,,
J.T. Gray,Q,,,,,,,,,,O,O,O,Q,,,,22,NOR,,,,
Ethan Greenidge,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,22,NOR,,,,
Chase Hansen,,,,,,,,,,IR,IR,IR,IR,IR,,Q,,22,NOR,,,,
Deonte Harty,,,,,,O,,,,,,,,,,,,22,NOR,,,,
Jerald Hawkins,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,22,NOR,,,,
Taysom Hill,,,Q,,,,,,,,,,,,,,Q,22,NOR,,,,
Albert Huggins,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,22,NOR,,,,
James Hurst,,,,,,,,,,,O,,,,,,Q,22,NOR,,,,
Mark Ingram,,Q,,,,,,,O,O,O,Q,,IR,IR,IR,IR,22,NOR,,,,
D'Marco Jackson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,22,NOR,,,,
Jaleel Johnson,IR,,,,,,,,,,,,,,,,,22,NOR,,,,
Juwan Johnson,,,,,,,,Q,,,,,O,Q,,,Q,22,NOR,,,,
Cameron Jordan,,,,,,,,,,,O,Q,,,,,,22,NOR,,,,
Alvin Kamara,,Q,Q,Q,Q,,,,,,,,,,,,,22,NOR,,,,
Tanoh Kpassagnon,,,,,,,,,,Q,,,,,,,,22,NOR,,,,
Forrest Lamp,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,22,NOR,,,,
Jarvis Landry,,,,Q,Q,O,O,O,Q,,,,,,IR,IR,IR,22,NOR,,,,
Marshon Lattimore,,,,,,O,O,O,O,O,O,Q,Q,Q,Q,Q,,22,NOR,,,,
Tyrann Mathieu,Q,,,,,,,,,,,,,,,,,22,NOR,,,,
Marcus Maye,,,Q,O,Q,Q,,,,Q,,,,,,O,Q,22,NOR,,,,
Erik McCoy,,,,,,,,,,IR,IR,IR,IR,IR,,,,22,NOR,,,,
Smoke Monday,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,22,NOR,,,,
Chris Olave,,,,,,Q,,,,,,,,,O,Q,,22,NOR,,,,
David Onyemata,,,,,,,,Q,,,,,,,,,,22,NOR,,,,
Andrus Peat,,,,O,Q,,O,Q,,O,Q,Q,,,Q,O,O,22,NOR,,,,
Trevor Penning,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,22,NOR,,,,
Isaiah Pryor,IR,IR,,,,,,,,,,,,,,,,22,NOR,,,,
Ryan Ramczyk,,,Q,,,,,,,,,,,,,,Q,22,NOR,,,,
Malcolm Roach,IR,IR,IR,IR,IR,Q,,,,,,,Q,,,,,22,NOR,,,,
Bradley Roby,,,,,,,,IR,IR,IR,IR,IR,Q,,,,,22,NOR,,,,
Cesar Ruiz,,,,,,,,,,,,,,,IR,IR,IR,22,NOR,,,,
Tre'Quan Smith,O,Q,,,,,,,,,,,,,,,,22,NOR,,,,
Kentavius Street,,,,,,,,,,,,,Q,,,,,22,NOR,,,,
Ty Summers,,,,,,,,,,,,,,,,,Q,22,NOR,,,,
Alontae Taylor,,Q,O,IR,IR,IR,IR,,,,,,,,,,,22,NOR,,,,
Michael Thomas,Q,,,O,O,O,O,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,22,NOR,,,,
Calvin Throckmorton,,,,,O,Q,Q,,,,,,,,,,,22,NOR,,,,
Adam Trautman,,,,,,,O,Q,,,,,,Q,Q,,,22,NOR,,,,
Payton Turner,,,,,O,O,Q,,,,,O,O,Q,,,,22,NOR,,,,
Dwayne Washington,O,Q,,,,,,,,,,,,Q,O,O,IR,22,NOR,,,,
Pete Werner,,,,,,,,,,O,O,O,Q,Q,O,Q,,22,NOR,,,,
Kevin White,IR,,,,,,,,,,,,Q,,,,,22,NOR,,,,
P.J. Williams,,,,,IR,IR,IR,IR,IR,Q,,,O,O,Q,,,22,NOR,,,,
Jameis Winston,,Q,Q,O,D,Q,,,,,,,,,,,,22,NOR,,,,
Landon Young,Q,,,,,,,,,,,,,,,,,22,NOR,,,,
Paulson Adebo,,,O,O,Q,,,,,,,,,,,,,23,NOR,,,,
Ugo Amadi,,,Q,,,,,,,,,,,,,,,23,NOR,,,,
Eno Benjamin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,NOR,,,,
Derek Carr,,,,Q,Q,,,,,,,,Q,,,,,23,NOR,,,,
Ryan Connelly,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,NOR,,,,
Demario Davis,,,,,,,Q,Q,,,,,,,,,,23,NOR,,,,
Andrew Dowell,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,NOR,,,,
Isaiah Foskey,,,,,,,,,,O,Q,,O,O,O,Q,,23,NOR,,,,
Max Garcia,,,,,,,,Q,,,,,,,,,,23,NOR,,,,
Jimmy Graham,,,,,,,,Q,,,,,,,,,,23,NOR,,,,
J.T. Gray,O,Q,,,,O,O,Q,,,,,,,,,Q,23,NOR,,,,
Blake Grupe,,,,,,,,,,,,Q,Q,,,,,23,NOR,,,,
Lou Hedley,,,,,,,,,,,,,,,,Q,,23,NOR,,,,
Taysom Hill,,,,,,,,Q,,,,,Q,,,,,23,NOR,,,,
Jordan Howden,,,,O,,,,,,,,,,,,,,23,NOR,,,,
James Hurst,,,,,Q,,O,O,,,,,,,,,,23,NOR,,,,
Juwan Johnson,,,,,O,O,O,,,,,,Q,,,,Q,23,NOR,,,,
Lonnie Johnson Jr.,,,,,O,O,Q,,,,,,,,O,O,O,23,NOR,,,,
Cameron Jordan,,,,,,,,,,,,Q,Q,,,,,23,NOR,,,,
Alvin Kamara,,,,,,,,,,,,,,,,Q,Q,23,NOR,,,,
Marshon Lattimore,,,,,,,,,,,O,IR,IR,IR,IR,IR,IR,23,NOR,,,,
Koda Martin,IR,IR,IR,,,,,,,,,,,,,,,23,NOR,,,,
Tyrann Mathieu,,,,,,,Q,Q,,,,,,,,,,23,NOR,,,,
Marcus Maye,,,,,,,,Q,,,,O,IR,IR,IR,IR,IR,23,NOR,,,,
Erik McCoy,,,,,,,,,,,,Q,,,,,,23,NOR,,,,
Kendre Miller,Q,Q,,,,,,,Q,O,O,O,O,O,Q,Q,Q,23,NOR,,,,
Foster Moreau,,,O,Q,,,,,,,,,,,,,,23,NOR,,,,
Chris Olave,,,,,,,,,,,,Q,Q,Q,,,,23,NOR,,,,
Andrus Peat,,,,,Q,Q,,Q,,,,,,,,,,23,NOR,,,,
A.T. Perry,,,,,,,,,,,,,,,,,Q,23,NOR,,,,
Adam Prentice,,,,,,O,IR,IR,IR,Q,,,,,,,,23,NOR,,,,
Ryan Ramczyk,,,,,,,O,,,,,,,Q,O,O,IR,23,NOR,,,,
Malcolm Roach,,,,,,,,,Q,,,,IR,IR,IR,IR,IR,23,NOR,,,,
Cesar Ruiz,,,,O,,,,,,,,,,,,,,23,NOR,,,,
Nick Saldiveri,,,,,,,,,,,,,Q,IR,IR,IR,IR,23,NOR,,,,
Khalen Saunders,,,,,,,,,,,,,,,,,Q,23,NOR,,,,
Nephi Sewell,,,,,,,,,,,,,,,,,IR,23,NOR,,,,
Rashid Shaheed,,,,,,,,,,,,O,Q,,,,,23,NOR,,,,
Tre'Quan Smith,O,IR,IR,IR,,,,,,,,,,,,,,23,NOR,,,,
Ty Summers,,,,,,,,,O,,,,,,,,,23,NOR,,,,
Alontae Taylor,,,,,,,,Q,,,,,,,,,,23,NOR,,,,
Michael Thomas,,,,,,,,Q,,,IR,IR,IR,IR,IR,IR,IR,23,NOR,,,,
Payton Turner,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,O,O,O,Q,23,NOR,,,,
Trai Turner,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,NOR,,,,
Pete Werner,,,,,,,,,,,,O,Q,,,,,23,NOR,,,,
Jamaal Williams,,,O,IR,IR,IR,Q,,,,,,,Q,,,,23,NOR,,,,
Landon Young,,,,,O,O,O,,,,,,,,,,O,23,NOR,,,,
Paulson Adebo,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,NOR,,,,
Bryan Bresee,,Q,,,,,,,,,,,,,,,,24,NOR,,,,
Chandler Brewer,IR,,,,,,,,,,,,,,,,,24,NOR,,,,
Derek Carr,,,,,,O,D,D,,,,,,O,O,O,O,24,NOR,,,,
Demario Davis,,,,O,,,,,,,,,,,,,,24,NOR,,,,
Jaylan Ford,O,Q,,,,,,,,,,,,,,,IR,24,NOR,,,,
Isaiah Foskey,,Q,,,,,,,,,,,,,,,,24,NOR,,,,
Taliese Fuaga,,Q,,,,,,,,,,,,,,,,24,NOR,,,,
Willie Gay Jr.,Q,,,,O,,,,,,,,,,,,Q,24,NOR,,,,
J.T. Gray,,,,,,,,,,Q,Q,,,,,,,24,NOR,,,,
Will Harris,,,Q,,,O,IR,IR,IR,Q,,,,,,,,24,NOR,,,,
Sincere Haynesworth,IR,,,,,,,,,,,,,,,,,24,NOR,,,,
Justin Herron,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,NOR,,,,
Taysom Hill,,,O,,O,O,D,,,,,,O,IR,IR,IR,IR,24,NOR,,,,
Dallin Holker,O,,,,,,,,,,,,,,,,,24,NOR,,,,
Tommy Hudson,IR,IR,IR,IR,,,,,,,,,,,,,,24,NOR,,,,
D'Marco Jackson,O,O,Q,,,,,,,,,,,O,IR,IR,IR,24,NOR,,,,
Juwan Johnson,,,,,,,,,,,,,,,,,Q,24,NOR,,,,
Alvin Kamara,,,,Q,,,,,,,,,,,O,O,D,24,NOR,,,,
Tanoh Kpassagnon,,,,,,,,,,,,O,O,Q,,,,24,NOR,,,,
Marshon Lattimore,,Q,,,,,,,O,,,,,,,,,24,NOR,,,,
Shane Lemieux,,,,,O,IR,IR,IR,Q,Q,,,,,,,,24,NOR,,,,
Erik McCoy,,,,IR,IR,IR,IR,IR,IR,D,Q,Q,,,,O,IR,24,NOR,,,,
Kool-Aid McKinstry,,,,,,,,,O,O,Q,,,,,,,24,NOR,,,,
Bub Means,,,,,,,,,O,IR,IR,IR,O,O,O,,,24,NOR,,,,
Kendre Miller,IR,IR,IR,IR,IR,Q,,,O,IR,IR,IR,Q,,,,O,24,NOR,,,,
Chris Olave,,,,Q,,,O,,,O,IR,IR,IR,IR,O,O,O,24,NOR,,,,
Lucas Patrick,,,,,Q,Q,Q,,,O,O,O,,,,O,IR,24,NOR,,,,
Rico Payton,,,,,,,,,Q,Q,,,,,,Q,,24,NOR,,,,
A.T. Perry,Q,,Q,O,,,,,,,,,,,,,,24,NOR,,,,
Camron Peterson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,NOR,,,,
Kevin Rader,IR,,,,,,,,,,,,,,,,,24,NOR,,,,
John Ridgeway,,,,,,,,,,Q,,,,,,,,24,NOR,,,,
Cesar Ruiz,,,,O,O,O,O,,,,,,,,,,,24,NOR,,,,
Nick Saldiveri,Q,,,,,,,O,Q,,,,O,IR,IR,IR,IR,24,NOR,,,,
Khalen Saunders,O,O,O,,,,Q,,,,,,,,,,,24,NOR,,,,
Nephi Sewell,,,,,,,,,Q,Q,Q,,,,,,,24,NOR,,,,
Rashid Shaheed,,,,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,NOR,,,,
Nathan Shepherd,,,,,,,,,,,,,,,,Q,,24,NOR,,,,
Payton Turner,,,,,O,Q,,,,,,,,,,,Q,24,NOR,,,,
Marquez Valdes-Scantling,,,,,,,,,,,,,,,Q,Q,,24,NOR,,,,
Pete Werner,,,,,Q,O,O,,,,Q,,,,,,O,24,NOR,,,,
Jamaal Williams,,,,,,,,,O,Q,O,Q,,,,,,24,NOR,,,,
Cedrick Wilson Jr.,,,,Q,,,,O,Q,O,Q,,,,,,,24,NOR,,,,
Rejzohn Wright,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,NOR,,,,
Landon Young,,,Q,,,,,,,,,,,,,,,24,NOR,,,,
Mark Anderson,Q,,,,,,,,,,,,,,,,,11,NWE,,,,
Kyle Arrington,Q,,Q,Q,Q,,,,Q,Q,,,Q,Q,Q,Q,Q,11,NWE,P,,,
Josh Barrett,,P,P,P,Q,Q,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,11,NWE,IR,IR,,
Leigh Bodden,P,P,P,Q,Q,Q,Q,,,,,,,,,,,11,NWE,,,,
Ron Brace,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,,,,,,,,11,NWE,,,,
Tom Brady,,,,,,,,,,,,,,,,P,P,11,NWE,P,,,
Deion Branch,,,,,,,,,,,Q,,,Q,Q,Q,,11,NWE,Q,P,,
Sergio Brown,,,,,,Q,Q,,,,,,,,,,,11,NWE,,,,
Marcus Cannon,,,,,,,,,,,,,,,,,Q,11,NWE,Q,Q,,
Andre Carter,,,,,,,,,,,,,,,IR,IR,IR,11,NWE,IR,IR,,
Patrick Chung,,,Q,Q,Q,P,,,Q,Q,Q,Q,Q,Q,Q,Q,Q,11,NWE,Q,P,,
Dan Connolly,Q,,,,,,,,,Q,Q,Q,Q,Q,Q,Q,Q,11,NWE,P,P,,
Jermaine Cunningham,Q,Q,,,,,,,,,,,D,IR,IR,IR,IR,11,NWE,IR,IR,,
Brandon Deaderick,PUP,PUP,PUP,PUP,PUP,PUP,,,,,,,,,,,,11,NWE,,,,
Ras-I Dowling,,,Q,Q,Q,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,11,NWE,IR,IR,,
Julian Edelman,P,,,,Q,D,,Q,,,,P,Q,Q,Q,Q,Q,11,NWE,,,,
Shaun Ellis,,,,Q,Q,,,Q,Q,Q,,,,,,,,11,NWE,,,,
Kevin Faulk,PUP,PUP,PUP,PUP,PUP,PUP,,Q,Q,Q,Q,,,,,,,11,NWE,,,,
Dane Fletcher,Q,P,P,P,P,P,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,11,NWE,Q,P,,
Vincent Fuller,,,,,,,,,,,,,,,Q,,,11,NWE,,,,
BenJarvus Green-Ellis,,,,,,Q,Q,Q,Q,Q,,,,,Q,,,11,NWE,,,,
Dan Gronkowski,,P,Q,,,,,,,,,,,,,,,11,NWE,,,,
Rob Gronkowski,,P,,,,,,,,,,,,,,,,11,NWE,P,Q,,
